SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
37000001;8.40;7;8.75;5.25;5.75;-1;-1;-1;10;-1;-1;-1;-1;-1;
37000002;8;7.25;-1;-1;-1;6.75;5.75;8.75;9.20;-1;-1;-1;-1;-1;
37000003;8;7.75;7.75;6.50;6.50;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
37000004;8.60;7.25;8;8.25;7.25;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
37000005;8;7;8.50;6.75;5.50;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
37000006;8.80;7.25;-1;-1;-1;6.75;8;8.50;9.60;-1;-1;-1;-1;-1;
37000007;8.40;8;-1;-1;-1;5.25;6.25;6.50;9.40;-1;-1;-1;-1;-1;
37000008;8.20;4.75;7.75;8.50;5.25;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
37000009;9.20;5;7.50;4.50;5.25;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
37000010;-1;4.25;-1;-1;-1;6.50;7.50;-1;-1;-1;-1;-1;-1;-1;
37000011;8.80;5.25;8.25;6.75;5;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
37000012;9.20;6.50;9;4;7.50;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
37000013;8.40;6.75;-1;-1;-1;7.50;7.25;9.75;9.60;-1;-1;-1;-1;-1;
37000014;8.40;5.25;9.25;6.50;6.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
37000015;8.80;4.25;9;6.25;4.50;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
37000016;7.40;5;-1;-1;-1;5.50;-1;-1;-1;-1;-1;-1;-1;-1;
37000017;7.20;4.50;5.75;7.75;7.25;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
37000018;8.80;4.75;7.50;9;6.50;-1;-1;-1;6.80;-1;-1;-1;-1;-1;
37000019;8.40;8;-1;-1;-1;5.50;7.25;8.25;9.20;-1;-1;-1;-1;-1;
37000020;9.60;4.50;8.25;9;10;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
37000021;8.60;4.50;8.75;6;4.50;-1;-1;-1;10;-1;-1;-1;-1;-1;
37000022;9.40;4.50;9.25;5.75;5.75;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
37000023;8.60;8.75;-1;-1;-1;8;8;9.25;8.80;-1;-1;-1;-1;-1;
37000024;8.60;3.75;8;7.50;6.25;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
37000025;8.60;5.50;8.25;8.75;6.50;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
37000026;9;6.50;7.50;5.25;5.75;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
37000027;8.20;8.75;-1;-1;-1;6.25;8;8.75;9.80;-1;-1;-1;-1;-1;
37000028;8.80;6.75;6;9;7.75;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
37000029;8.20;7.75;4.50;7.50;5;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
37000030;6.40;6.25;-1;-1;-1;6.25;6.25;7.50;9.60;-1;-1;-1;-1;-1;
37000031;8.20;6;6.75;6.50;4.75;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
37000032;-1;6;-1;-1;-1;9.50;8.50;-1;-1;-1;-1;-1;-1;-1;
37000033;-1;6.50;-1;-1;-1;9.25;-1;-1;8.80;-1;-1;-1;-1;-1;
37000034;7.40;6;-1;-1;-1;8.25;-1;-1;-1;-1;-1;-1;-1;-1;
37000035;-1;4.50;-1;-1;-1;6.50;7.50;-1;-1;-1;-1;-1;-1;-1;
37000036;-1;5.50;-1;-1;-1;8.50;7.75;-1;-1;-1;-1;-1;-1;-1;
37000037;8.40;6.25;7.50;8.25;7.75;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
37000038;8.40;-1;6.50;-1;-1;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
37000039;7.60;5.75;6.75;8.25;4.50;-1;-1;-1;9;-1;-1;-1;-1;-1;
