SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
27000001;5.80;6;-1;-1;-1;3.50;6.25;7;3.80;-1;-1;-1;-1;-1;
27000002;6.20;5.75;-1;-1;-1;4.25;6.75;7.25;5.20;-1;-1;-1;-1;-1;
27000003;7.40;6.75;8.50;8;6;-1;-1;-1;5.40;-1;-1;-1;-1;-1;
27000004;4.80;5.75;-1;-1;-1;4.75;6;7.50;3.60;-1;-1;-1;-1;-1;
27000005;8;7.50;-1;-1;-1;5.25;8.75;9.75;7.60;-1;-1;-1;-1;-1;
27000006;7;6.25;5.75;5.75;4.50;-1;-1;-1;4.40;-1;-1;-1;-1;-1;
27000007;6.20;8;-1;-1;-1;8;8.50;7.75;5;-1;-1;-1;-1;-1;
27000008;8;6.75;6.25;3.75;4.25;-1;-1;-1;3.60;-1;-1;-1;-1;-1;
27000009;8.20;9;-1;-1;-1;8.25;9;9.75;6;-1;-1;-1;-1;-1;
27000010;7;5.25;-1;-1;-1;6.25;8;9.50;3.40;-1;-1;-1;-1;-1;
27000011;5.80;5.50;-1;-1;-1;3.50;6.50;7.50;2;-1;-1;-1;-1;-1;
27000012;4.60;5.25;-1;-1;-1;4.75;6.50;6.50;4;-1;-1;-1;-1;-1;
27000013;7.20;6.50;-1;-1;-1;5.25;7.50;7.75;4.80;-1;-1;-1;-1;-1;
27000014;8.20;7.75;8.50;7.75;8;-1;-1;-1;6.40;-1;-1;-1;-1;-1;
27000015;6.60;6.25;-1;-1;-1;4.25;5.75;9.25;4.40;-1;-1;-1;-1;-1;
27000016;6.20;5.75;-1;-1;-1;3.75;7;6.25;3;-1;-1;-1;-1;-1;
27000017;7.20;5.75;-1;-1;-1;5.75;7.50;9.75;5.60;-1;-1;-1;-1;-1;
27000018;8;7;6.50;6.25;4.75;-1;-1;-1;4;-1;-1;-1;-1;-1;
27000019;7;6.75;-1;-1;-1;5;6.25;7.25;4.60;-1;-1;-1;-1;-1;
27000020;6;6.75;-1;-1;-1;2.50;6.75;6.75;3.60;-1;-1;-1;-1;-1;
27000021;8.80;6.25;8.50;8.75;5.25;-1;-1;-1;4.60;-1;-1;-1;-1;-1;
