SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
53000001;8;7.75;6;8.25;9;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
53000002;6.40;7.50;-1;-1;-1;5.75;7.75;9;4.60;-1;-1;-1;-1;-1;
53000003;6.40;8;-1;-1;-1;4.50;7.25;9.50;6.80;-1;-1;-1;-1;-1;
53000004;7;8;-1;-1;-1;7.25;8.25;9;2.20;-1;-1;-1;-1;-1;
53000005;7.40;6.50;6.50;4;4.50;-1;-1;-1;7.20;-1;-1;-1;-1;-1;
53000006;8.20;8.25;7.25;8.50;4.75;-1;-1;-1;8;-1;-1;-1;-1;-1;
53000007;7.40;7;7.75;6.75;3.50;-1;-1;-1;3.40;-1;-1;-1;-1;-1;
53000008;4.40;5.75;-1;-1;-1;6.25;5.50;7.25;3.80;-1;-1;-1;-1;-1;
53000009;7;7.25;6;6.25;4.50;-1;-1;-1;4;-1;-1;-1;-1;-1;
53000010;6.80;6;-1;-1;-1;6.50;6.75;8;5;-1;-1;-1;-1;-1;
53000012;7.60;8;6.50;7;5.50;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
53000013;6.60;8.50;-1;-1;-1;5.25;8;9;8;-1;-1;-1;-1;-1;
53000014;7;7.50;6.50;7;4.75;-1;-1;-1;8;-1;-1;-1;-1;-1;
53000015;7.60;7.50;6.75;7;6.25;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
53000016;7.80;8.50;-1;-1;-1;3.50;7.25;9.75;8.60;-1;-1;-1;-1;-1;
53000017;7;8.75;6;5;5.75;-1;-1;-1;9;-1;-1;-1;-1;-1;
53000018;9.20;6.50;8;7.25;5.75;-1;-1;-1;5.80;-1;-1;-1;-1;-1;
53000019;8;6.75;6.75;4.50;5;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
53000020;5.80;7.50;-1;-1;-1;3.25;6.50;8;2.80;-1;-1;-1;-1;-1;
53000021;7.40;7.75;7.25;5.75;4.75;-1;-1;-1;9;-1;-1;-1;-1;-1;
53000022;7.20;7.75;-1;-1;-1;7;8.25;8.25;6.20;-1;-1;-1;-1;-1;
