SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
57000001;6;5.50;-1;-1;-1;4.75;6.50;8.25;5.20;-1;-1;-1;-1;-1;
57000002;7.60;5.75;-1;-1;-1;5;6.75;8.75;7.60;-1;-1;-1;-1;-1;
57000003;3.80;1.75;-1;-1;-1;4;6.25;-1;-1;-1;-1;-1;-1;-1;
57000004;6.80;6.25;-1;-1;-1;8;8;-1;-1;-1;-1;-1;-1;-1;
57000005;4.80;6.25;6;5;5;-1;-1;-1;5;-1;-1;-1;-1;-1;
57000006;6.40;5.75;6.50;5.50;4.50;-1;-1;-1;5;-1;-1;-1;-1;-1;
57000007;7.80;5.75;-1;-1;-1;4;8.25;8.25;5.40;-1;-1;-1;-1;-1;
57000008;6.80;7;5.75;7.50;5.75;-1;-1;-1;6.60;-1;-1;-1;-1;-1;
57000009;7.20;7;-1;-1;-1;6.25;8.50;9;7.60;-1;-1;-1;-1;-1;
57000010;6.80;6.25;6.50;5.25;7;-1;-1;-1;6.80;-1;-1;-1;-1;-1;
57000011;8;6;-1;-1;-1;7.50;9.25;9.75;9.40;-1;-1;-1;-1;-1;
57000012;7.40;6;4;3.75;4.25;-1;-1;-1;3.20;-1;-1;-1;-1;-1;
57000013;5.60;6.75;-1;-1;-1;8;6.50;9.75;7.20;-1;-1;-1;-1;-1;
57000014;7;6.75;-1;-1;-1;4.50;7.50;8.25;7.40;-1;-1;-1;-1;-1;
57000015;2.60;4.75;-1;-1;-1;2.50;4.75;-1;-1;-1;-1;-1;-1;-1;
57000016;5.60;6.75;-1;-1;-1;8.75;8.50;9.25;3.40;-1;-1;-1;-1;-1;
57000017;7.40;7.25;5.25;6.25;7.25;-1;-1;-1;6.40;-1;-1;-1;-1;-1;
57000018;7.40;7.75;-1;-1;-1;6.50;9;10;6.40;-1;-1;-1;-1;-1;
57000019;6;7;-1;-1;-1;3.50;6.75;-1;-1;-1;-1;-1;-1;-1;
57000020;6.20;6;5.75;4.25;4.50;-1;-1;-1;6.40;-1;-1;-1;-1;-1;
57000021;4.60;5.50;3.75;4.50;4.50;-1;-1;-1;3.60;-1;-1;-1;-1;-1;
57000022;4;4;-1;-1;-1;7.25;6.50;-1;-1;-1;-1;-1;-1;-1;
57000023;8;7;7.75;6.50;6;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
57000024;9;6.25;8.25;7.75;4.25;-1;-1;-1;6.60;-1;-1;-1;-1;-1;
57000025;7.80;6.50;-1;-1;-1;6;8.50;9.25;8.60;-1;-1;-1;-1;-1;
57000026;5.40;3.25;-1;-1;-1;3;6;-1;-1;-1;-1;-1;-1;-1;
57000027;8.60;6.25;9;7.50;7.25;-1;-1;-1;6.40;-1;-1;-1;-1;-1;
57000028;3.40;5;-1;-1;-1;3.25;6.75;-1;-1;-1;-1;-1;-1;-1;
57000029;7.40;7;7.75;7.50;4.50;-1;-1;-1;6.40;-1;-1;-1;-1;-1;
57000030;7.60;7.50;-1;-1;-1;7.25;8.50;9;9;-1;-1;-1;-1;-1;
57000031;5.40;4.25;-1;-1;-1;3;5.75;-1;-1;-1;-1;-1;-1;-1;
57000032;6.80;5;6.50;7.25;7;-1;-1;-1;5.60;-1;-1;-1;-1;-1;
57000033;7.20;6;6.50;7.50;4.50;-1;-1;-1;8;-1;-1;-1;-1;-1;
57000034;8;6.50;-1;-1;-1;6.25;7.25;8.50;5.20;-1;-1;-1;-1;-1;
57000036;8;6.75;-1;-1;-1;3.75;7;7;8.60;-1;-1;-1;-1;-1;
57000037;5.80;5.25;-1;-1;-1;6.75;6.75;-1;-1;-1;-1;-1;-1;-1;
57000038;6.40;5.50;4.75;7;7.75;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
57000039;7;5.25;7.50;5.50;6.25;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
57000040;7;5;5.75;4;5.25;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
57000041;4.80;6;-1;-1;-1;4.50;7.25;6.50;5.40;-1;-1;-1;-1;-1;
57000042;7.60;6;6.25;7;6;-1;-1;-1;8;-1;-1;-1;-1;-1;
57000043;6.20;7;7.50;4.50;6.25;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
57000044;3.60;2.25;-1;-1;-1;2.75;4.50;-1;-1;-1;-1;-1;-1;-1;
57000045;8;5.83;7;5;6;-1;-1;-1;5.80;-1;-1;-1;-1;-1;
57000046;8.20;7;7.25;6.50;4;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
57000047;6.60;6.25;-1;-1;-1;6;7.50;-1;-1;-1;-1;-1;-1;-1;
