SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
5000001;7.40;4;-1;-1;-1;4.75;6.50;8.25;3.80;-1;-1;-1;-1;-1;
5000002;7;5.50;-1;-1;-1;3.25;6.25;7.50;7;-1;-1;-1;-1;-1;
5000003;7;6.50;-1;-1;-1;3.25;6;6;6.60;-1;-1;-1;-1;-1;
5000004;8.20;7;7.25;8.50;5.75;-1;-1;-1;5.60;-1;-1;-1;-1;-1;
5000005;5.80;7;-1;-1;-1;2.75;6.75;7.50;8.20;-1;-1;-1;-1;-1;
5000006;8.20;7.50;-1;-1;-1;5;6.25;7.75;7.20;-1;-1;-1;-1;-1;
5000007;7.80;8;-1;-1;-1;5;7.25;8.50;8.80;-1;-1;-1;-1;-1;
5000008;7.20;6.25;-1;-1;-1;6.25;5.75;8.50;5.40;-1;-1;-1;-1;-1;
5000009;4.20;6.50;-1;-1;-1;5.50;6.75;-1;-1;-1;-1;-1;-1;-1;
5000010;8.40;7.50;-1;-1;-1;3.75;6.50;8.75;9.40;-1;-1;-1;-1;-1;
5000011;8.60;6.75;6.25;5.50;5.25;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
5000012;8.80;7.25;8;8.75;4.75;-1;-1;-1;5.80;-1;-1;-1;-1;-1;
5000013;5;6.50;-1;-1;-1;2.50;5.75;5.75;6;-1;-1;-1;-1;-1;
5000014;7.80;8;-1;-1;-1;7;8;8.25;9.40;-1;-1;-1;-1;-1;
5000015;8;8;-1;-1;-1;5.50;5.75;8;9.60;-1;-1;-1;-1;-1;
5000016;6.40;7.50;6.25;5;5.50;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
5000017;8.80;8.25;6.25;8.50;5.75;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
5000018;8.60;7.75;-1;-1;-1;3.25;7.50;9;9.40;-1;-1;-1;-1;-1;
5000019;8.60;-1;8;5;-1;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
5000020;-1;5;-1;-1;-1;4.25;6.75;-1;-1;-1;-1;-1;-1;-1;
5000021;9;8.50;6.50;5.75;5.25;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
5000022;3.20;4.25;-1;-1;-1;2.50;6.50;7.50;4.20;-1;-1;-1;-1;-1;
5000023;7.60;6;6;7.75;7;-1;-1;-1;6.80;-1;-1;-1;-1;-1;
5000024;9;7.50;-1;-1;-1;5.75;7.75;9.25;8.60;-1;-1;-1;-1;-1;
5000025;4.80;7;-1;-1;-1;4.25;5.75;8;8;-1;-1;-1;-1;-1;
5000026;8.80;6.25;7.75;7.75;5.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
5000027;8.40;7.25;-1;-1;-1;4.25;7.25;9.25;9;-1;-1;-1;-1;-1;
5000028;3.80;5.25;-1;-1;-1;6;7.75;8.50;4.40;-1;-1;-1;-1;-1;
5000029;2.60;2.25;-1;-1;-1;3.50;4.75;-1;-1;-1;-1;-1;-1;-1;
5000030;8;6.50;7.75;8;4.50;-1;-1;-1;6.20;-1;-1;-1;-1;-1;
5000031;7.80;5.25;5.50;7.75;4.75;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
5000032;-1;2.25;-1;-1;-1;2.75;5;-1;-1;-1;-1;-1;-1;-1;
5000033;5.20;4.75;-1;-1;-1;6.75;-1;-1;-1;-1;-1;-1;-1;-1;
5000034;-1;4;-1;-1;-1;3.25;4.75;-1;-1;-1;-1;-1;-1;-1;
5000035;5.60;3.25;-1;-1;-1;3.25;6;8.50;3.40;-1;-1;-1;-1;-1;
5000036;3;4.75;-1;-1;-1;4.75;5.75;-1;-1;-1;-1;-1;-1;-1;
5000037;4.40;4.75;-1;-1;-1;5.75;6;-1;-1;-1;-1;-1;-1;-1;
5000038;7.40;6;5.75;7.25;5.75;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
5000039;9;8.25;-1;-1;-1;6.25;6.25;6.75;9.60;-1;-1;-1;-1;-1;
5000040;6.20;6.50;5;5;2.75;-1;-1;-1;3.80;-1;-1;-1;-1;-1;
5000041;7.20;5.25;6.75;7;4.25;-1;-1;-1;6;-1;-1;-1;-1;-1;
5000042;8.20;7;-1;-1;-1;5;7.25;8.75;8.80;-1;-1;-1;-1;-1;
5000043;8.20;9;-1;-1;-1;7;7;9;9.80;-1;-1;-1;-1;-1;
5000044;8.60;6.50;7.50;7.25;4.75;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
5000045;7.40;9;-1;-1;-1;6.25;8;8;9.80;-1;-1;-1;-1;-1;
5000046;8;7;7.75;7.50;5.50;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
5000047;8.20;6.75;6.25;5.75;4;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
5000048;3.20;3.25;-1;-1;-1;6;6;7.25;2;-1;-1;-1;-1;-1;
5000049;2.80;4.25;-1;-1;-1;6;6.50;-1;-1;-1;-1;-1;-1;-1;
5000050;3;5;-1;-1;-1;4.75;7.50;8.75;3.20;-1;-1;-1;-1;-1;
5000051;5.60;5.25;-1;-1;-1;7.75;-1;-1;-1;-1;-1;-1;-1;-1;
5000052;2.20;4.50;-1;-1;-1;4;5.50;-1;-1;-1;-1;-1;-1;-1;
5000053;7.60;8.75;-1;-1;-1;8.75;8.75;9;6.40;-1;-1;-1;-1;-1;
5000054;2.20;2.50;-1;-1;-1;3.50;-1;-1;-1;-1;-1;-1;-1;-1;
5000055;-1;2;-1;-1;-1;3.75;4;-1;-1;-1;-1;-1;-1;-1;
5000056;-1;2.25;-1;-1;-1;3.50;5.50;-1;-1;-1;-1;-1;-1;-1;
5000057;-1;2.50;-1;-1;-1;3.75;4.50;-1;-1;-1;-1;-1;-1;-1;
5000058;6.40;5.50;-1;-1;-1;6.75;8.50;9.75;7.60;-1;-1;-1;-1;-1;
5000059;1.60;4.75;-1;-1;-1;2.75;4.75;-1;-1;-1;-1;-1;-1;-1;
5000060;2;3;-1;-1;-1;4.25;4.75;5.50;3.20;-1;-1;-1;-1;-1;
5000061;6.20;2.50;-1;-1;-1;5;8;8.50;4.40;-1;-1;-1;-1;-1;
5000062;2.20;2.25;-1;-1;-1;1.25;5;5.75;3.80;-1;-1;-1;-1;-1;
5000063;5.60;6;-1;-1;-1;7.75;7.75;-1;-1;-1;-1;-1;-1;-1;
5000064;2.40;-1;2.50;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;
5000065;8.20;4.75;6;3.50;5.50;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
5000066;-1;5.25;-1;-1;-1;7;7.75;-1;-1;-1;-1;-1;-1;-1;
5000067;8.20;5.50;6.50;4.25;4.75;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
5000068;1.60;3;-1;-1;-1;3;3.75;5.25;2.60;-1;-1;-1;-1;-1;
5000069;-1;2.75;-1;-1;-1;5.50;6.50;-1;-1;-1;-1;-1;-1;-1;
5000070;9;5;8.25;5.25;4.75;-1;-1;-1;9;-1;-1;-1;-1;-1;
5000071;-1;4.75;-1;-1;-1;6;7.50;-1;-1;-1;-1;-1;-1;-1;
5000072;8.40;7.50;6.25;4.50;3.75;-1;-1;-1;7.20;-1;-1;-1;-1;-1;
5000073;4.80;5;-1;-1;-1;5.75;6.75;-1;-1;-1;-1;-1;-1;-1;
5000074;3.20;2.50;-1;-1;-1;3.25;6.25;-1;-1;-1;-1;-1;-1;-1;
5000075;3.80;3.50;-1;-1;-1;4.75;7;-1;-1;-1;-1;-1;-1;-1;
5000076;5;6.25;-1;-1;-1;4.75;7;9.75;8.40;-1;-1;-1;-1;-1;
5000077;7;6.50;-1;-1;-1;5.25;8.50;-1;-1;-1;-1;-1;-1;-1;
5000078;4;5;-1;-1;-1;2.75;4.75;-1;-1;-1;-1;-1;-1;-1;
5000079;3.40;4;-1;-1;-1;3.50;7;5.25;3;-1;-1;-1;-1;-1;
5000080;1.60;3;-1;-1;-1;2.50;5.75;-1;-1;-1;-1;-1;-1;-1;
5000081;7;8.25;-1;-1;-1;4.50;5.50;7.50;7;-1;-1;-1;-1;-1;
5000082;2.60;3;-1;-1;-1;5.25;6.25;7.50;1.80;-1;-1;-1;-1;-1;
5000083;4;2.75;-1;-1;-1;5.25;-1;-1;-1;-1;-1;-1;-1;-1;
5000084;3.80;4.50;-1;-1;-1;3.75;5.25;-1;-1;-1;-1;-1;-1;-1;
5000085;5;6.50;-1;-1;-1;6.50;-1;-1;-1;-1;-1;-1;-1;-1;
5000086;-1;4;-1;-1;-1;4.75;6;-1;-1;-1;-1;-1;-1;-1;
5000087;2.40;5.25;-1;-1;-1;4.25;7;8.25;2.60;-1;-1;-1;-1;-1;
5000088;8.40;-1;8.25;7.75;1.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;
5000089;2;3.50;-1;-1;-1;3;3.75;4.75;2.60;-1;-1;-1;-1;-1;
5000090;9.40;6;7.75;9.25;5.25;-1;-1;-1;8;-1;-1;-1;-1;-1;
5000091;4.40;3.25;-1;-1;-1;3;7.50;7.75;2.60;-1;-1;-1;-1;-1;
5000092;8.80;-1;-1;8.75;9.50;-1;-1;-1;-1;-1;-1;-1;-1;-1;
5000093;6.60;5.25;-1;-1;-1;2.25;6.50;6.25;5.60;-1;-1;-1;-1;-1;
5000094;7.20;5.50;3.25;8.50;7.25;-1;-1;-1;6.40;-1;-1;-1;-1;-1;
5000095;3;4.25;-1;-1;-1;1.50;2.75;-1;2.60;-1;-1;-1;-1;-1;
5000096;3.80;5.75;-1;-1;-1;7.50;6.75;-1;-1;-1;-1;-1;-1;-1;
5000097;8.80;7.75;-1;-1;-1;5.50;7.25;7.50;9;-1;-1;-1;-1;-1;
5000098;7;7.75;-1;-1;-1;9.25;6.75;8.50;7.60;-1;-1;-1;-1;-1;
5000099;8.40;7;5.75;7.50;4.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
5000100;8.40;5.50;7;5;5.25;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
5000101;4.60;6.25;-1;-1;-1;4.25;6;4.50;6.80;-1;-1;-1;-1;-1;
5000102;7.80;7;-1;-1;-1;2.25;6.25;8.50;7.20;-1;-1;-1;-1;-1;
