SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
48000001;8.80;8.75;6.25;7.75;6;-1;-1;-1;9;-1;-1;-1;-1;-1;
48000002;6.60;7.75;-1;-1;-1;8.75;8.75;9.25;9.60;-1;-1;-1;-1;-1;
48000003;6.40;6;6;3.75;3.75;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
48000004;8.80;6.75;7;6.50;6.50;-1;-1;-1;9;-1;-1;-1;-1;-1;
48000005;8.40;8;-1;-1;-1;5;7;8.75;9.80;-1;-1;-1;-1;-1;
48000006;8.40;5.75;7;4;5.25;-1;-1;-1;10;-1;-1;-1;-1;-1;
48000007;8;6.75;6.75;8;8.50;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
48000008;9;5.75;7.75;5.25;5.75;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
48000009;8.40;9;-1;-1;-1;6.50;8.25;8.75;9.80;-1;-1;-1;-1;-1;
48000010;8.80;8;-1;-1;-1;8.25;8;9.75;9.40;-1;-1;-1;-1;-1;
48000011;8;8;-1;-1;-1;3.25;6.75;7.75;7.40;-1;-1;-1;-1;-1;
48000012;7.60;4.25;4.75;6.75;7.50;-1;-1;-1;6.40;-1;-1;-1;-1;-1;
48000013;8.40;6.75;7.75;5;5.50;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
48000014;7.20;7.75;-1;-1;-1;7.25;7.25;9.25;9;-1;-1;-1;-1;-1;
48000015;8.60;6.25;8.25;5.75;6;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
48000016;8.40;7.75;5.75;7.25;5.50;-1;-1;-1;-1;-1;-1;-1;-1;-1;
48000017;8.20;8;-1;-1;-1;4.75;6;7.25;9.20;-1;-1;-1;-1;-1;
48000018;8.40;7.75;6.75;5.75;7.50;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
48000019;7.20;7;-1;-1;-1;3.75;6.25;7.25;9;-1;-1;-1;-1;-1;
48000020;8;8.75;-1;-1;-1;9;8.75;6.25;9.40;-1;-1;-1;-1;-1;
48000021;8.60;8;5.75;5.75;5.75;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
48000022;8;7.75;-1;-1;-1;5.75;8;8.25;9.20;-1;-1;-1;-1;-1;
48000023;8.20;6.75;5.75;8.50;9;-1;-1;-1;9;-1;-1;-1;-1;-1;
48000024;8.80;6.25;7.75;8.75;7.25;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
48000025;8.60;7;8.75;6;7;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
48000026;7;8.25;-1;-1;-1;9;8.50;7.50;9.40;-1;-1;-1;-1;-1;
48000027;9;6.50;8;7;5.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
48000028;7;6.50;-1;-1;-1;3.50;5.75;7;9;-1;-1;-1;-1;-1;
