SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
60000001;9;6.75;8;7.75;6.75;-1;-1;-1;6;-1;-1;-1;-1;-1;
60000002;7.40;8;-1;-1;-1;7.75;8;8.50;6;-1;-1;-1;-1;-1;
60000003;6.80;6;-1;-1;-1;8.75;8;9.50;4.60;-1;-1;-1;-1;-1;
60000004;4.20;6.50;-1;-1;-1;4.50;6.50;8;4.40;-1;-1;-1;-1;-1;
60000005;7.20;6.75;6.25;6;4.75;-1;-1;-1;6.60;-1;-1;-1;-1;-1;
60000006;5.80;6.25;-1;-1;-1;2.75;6.50;8.25;3.60;-1;-1;-1;-1;-1;
60000007;8.20;7.50;8;8.25;6;-1;-1;-1;8;-1;-1;-1;-1;-1;
60000008;8;8.25;-1;-1;-1;6.50;7.75;9.50;5.20;-1;-1;-1;-1;-1;
60000009;8;8;-1;-1;-1;8.50;9.25;10;6.80;-1;-1;-1;-1;-1;
60000010;7.60;6.75;7.25;8.50;6.75;-1;-1;-1;4.60;-1;-1;-1;-1;-1;
60000011;8.80;8;-1;-1;-1;7.75;8.25;9.25;5;-1;-1;-1;-1;-1;
60000012;5.40;7;-1;-1;-1;5.25;8.50;9.75;4.40;-1;-1;-1;-1;-1;
60000013;8.60;8;5;7.50;8;-1;-1;-1;5.60;-1;-1;-1;-1;-1;
60000014;7.60;7.75;-1;-1;-1;5.50;8.50;9;5.40;-1;-1;-1;-1;-1;
60000015;7;8;-1;-1;-1;4.75;7.75;9.25;7.60;-1;-1;-1;-1;-1;
60000016;5.60;6.75;-1;-1;-1;6.75;8.50;10;6.40;-1;-1;-1;-1;-1;
60000017;6.80;6.25;6.75;6.50;6;-1;-1;-1;5.40;-1;-1;-1;-1;-1;
60000018;6.40;6;-1;-1;-1;4.50;7.50;8.50;5.80;-1;-1;-1;-1;-1;
60000019;7;8;-1;-1;-1;5;7;9;5.40;-1;-1;-1;-1;-1;
60000020;6.80;6.75;-1;-1;-1;3.75;6.75;9.75;4.20;-1;-1;-1;-1;-1;
60000021;7.60;7;-1;-1;-1;4.25;7.25;9.75;6.80;-1;-1;-1;-1;-1;
60000022;4.20;6.75;-1;-1;-1;3.75;6.50;8.75;2.60;-1;-1;-1;-1;-1;
60000023;7.60;8;-1;-1;-1;6;9;9.50;7.80;-1;-1;-1;-1;-1;
60000024;6.40;6.50;-1;-1;-1;4.75;8;9.25;5.20;-1;-1;-1;-1;-1;
60000025;7.80;7.75;7.25;8;4.50;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
60000026;7.80;6.50;6.50;7.75;7.75;-1;-1;-1;4.80;-1;-1;-1;-1;-1;
60000027;4.20;6.75;-1;-1;-1;2.75;5.50;6.75;2.80;-1;-1;-1;-1;-1;
60000028;7.80;8;7.50;7.25;7.75;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
60000029;7;6;-1;-1;-1;6;6.75;8.50;8.20;-1;-1;-1;-1;-1;
