SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
51000001;7.80;8.50;-1;-1;-1;5.50;7.75;9;9.80;-1;-1;-1;-1;-1;
51000002;7.20;6.25;6.75;5.75;4.50;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
51000003;8.20;6;8.25;5.25;5.75;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
51000004;2.20;-1;3.50;3.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;
51000005;6;7;-1;-1;-1;5.25;7;8.75;8.60;-1;-1;-1;-1;-1;
51000006;6.80;8.25;-1;-1;-1;6.75;7.50;7.25;5.40;-1;-1;-1;-1;-1;
51000007;7.60;8.50;-1;-1;-1;5.25;7.75;9;9;-1;-1;-1;-1;-1;
51000008;7.40;8;7.50;7.50;3.75;-1;-1;-1;7.20;-1;-1;-1;-1;-1;
51000009;6.40;7.50;-1;-1;-1;6.25;7.25;9.25;5.60;-1;-1;-1;-1;-1;
51000010;8.20;7;4.50;7;7.50;-1;-1;-1;5.20;-1;-1;-1;-1;-1;
51000011;7.40;8.25;-1;-1;-1;5.25;7.50;7.50;9.60;-1;-1;-1;-1;-1;
51000012;6;8;-1;-1;-1;4;7.25;8.75;5.20;-1;-1;-1;-1;-1;
51000013;7;7;6.50;6;4.25;-1;-1;-1;7.20;-1;-1;-1;-1;-1;
51000014;4.80;6;-1;-1;-1;5;-1;-1;-1;-1;-1;-1;-1;-1;
51000015;6.80;7.50;5.50;7.50;5;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
51000016;7.40;7;6;7.25;8;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
51000017;7.40;6.50;6.75;3.75;4.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
51000018;7.40;7.50;5.50;5.25;5.50;-1;-1;-1;9;-1;-1;-1;-1;-1;
51000019;8.40;8.25;7.75;3.25;5.25;-1;-1;-1;9;-1;-1;-1;-1;-1;
51000020;7.20;8.50;-1;-1;-1;5;6.50;8.75;8.40;-1;-1;-1;-1;-1;
51000021;6.20;7.25;-1;-1;-1;8.25;8.75;8.25;7.60;-1;-1;-1;-1;-1;
51000022;8.20;7.50;-1;-1;-1;5;7;8;8.20;-1;-1;-1;-1;-1;
51000024;7.20;6.50;5.25;5.50;6.25;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
51000025;8.40;7.25;-1;-1;-1;4.25;7.75;8.50;6.80;-1;-1;-1;-1;-1;
51000026;7.80;6.75;7.75;8;6;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
51000027;7.60;7.25;7.25;8;5.25;-1;-1;-1;7;-1;-1;-1;-1;-1;
51000028;9.20;7;8;7.75;7;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
51000029;8.20;6.50;7.75;4.75;5;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
51000030;7.60;7;-1;-1;-1;4.75;7.50;9;7;-1;-1;-1;-1;-1;
51000031;3.60;3.50;-1;-1;-1;3.50;4;-1;-1;-1;-1;-1;-1;-1;
51000032;6.80;8;-1;-1;-1;4;7;8.50;5;-1;-1;-1;-1;-1;
51000033;7.80;8;-1;-1;-1;6;7.75;8.75;7.80;-1;-1;-1;-1;-1;
51000034;7.20;7.50;6.50;8;5.50;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
51000035;5;5;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;
51000036;8;7.25;7;4.25;4.75;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
51000037;9;7.50;8.75;8.25;5.50;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
51000038;7.40;6.50;7.25;7.50;6;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
51000039;6.20;6.25;-1;-1;-1;5;6.75;-1;-1;-1;-1;-1;-1;-1;
51000040;7.60;5.75;6.50;8;5.50;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
51000041;7.80;5.50;6.25;6.25;5;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
51000042;4.20;4;-1;-1;-1;4.50;5.25;-1;-1;-1;-1;-1;-1;-1;
51000043;3.20;4.25;-1;-1;-1;4.50;6.25;5.75;3.40;-1;-1;-1;-1;-1;
51000044;9.20;7.25;5.25;6.75;5.75;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
51000045;6.60;8.25;-1;-1;-1;5.50;6.75;7.75;8;-1;-1;-1;-1;-1;
51000046;3.60;5.25;-1;-1;-1;6.25;-1;-1;-1;-1;-1;-1;-1;-1;
51000047;7;8;-1;-1;-1;6;8.75;9.75;9.20;-1;-1;-1;-1;-1;
51000048;8.40;7.50;7.50;7.75;4.75;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
51000049;8.40;7;-1;-1;-1;4.75;7;7;8.40;-1;-1;-1;-1;-1;
51000050;7.20;8.50;7.50;6;7.50;-1;-1;-1;9;-1;-1;-1;-1;-1;
51000051;8;8.50;7.25;6.50;5.50;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
51000052;6.80;5.75;6;6.50;5;-1;-1;-1;6;-1;-1;-1;-1;-1;
51000053;8.20;7.08;7.50;3;5.50;-1;-1;-1;9;-1;-1;-1;-1;-1;
51000054;6.80;7.75;5;4.75;3.25;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
51000055;7.80;8.25;-1;-1;-1;6.75;7.75;8.50;9.60;-1;-1;-1;-1;-1;
51000056;6.60;8;-1;-1;-1;7.75;8.25;9.25;8.60;-1;-1;-1;-1;-1;
51000057;6.80;4.50;-1;-1;-1;9;-1;-1;-1;-1;-1;-1;-1;-1;
51000058;7.60;6.50;5.75;8;5.25;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
51000059;8.20;-1;-1;6.25;9;-1;-1;-1;-1;-1;-1;-1;-1;-1;
51000060;8.20;4.50;7;6.50;5.25;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
51000061;8.20;6.75;-1;-1;-1;6;7.25;9;8.20;-1;-1;-1;-1;-1;
51000062;6.60;6.75;5.25;4.25;4.25;-1;-1;-1;6.80;-1;-1;-1;-1;-1;
51000063;9.20;7.50;8.50;7.75;5.75;-1;-1;-1;7;-1;-1;-1;-1;-1;
51000064;3.60;5.50;-1;-1;-1;6;5.75;8;1.80;-1;-1;-1;-1;-1;
51000065;-1;4.50;-1;-1;-1;3.25;4.25;-1;-1;-1;-1;-1;-1;-1;
51000066;7.80;7;7.75;8.50;3.50;-1;-1;-1;7;-1;-1;-1;-1;-1;
51000067;7.80;8.75;-1;-1;-1;9.75;8.75;9.75;8.60;-1;-1;-1;-1;-1;
51000068;5.60;8;-1;-1;-1;7.25;8;-1;-1;-1;-1;-1;-1;-1;
51000069;8.80;5;7.25;4.50;4.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
51000070;5;5.75;-1;-1;-1;7.75;-1;-1;-1;-1;-1;-1;-1;-1;
51000071;8.20;8.50;8.50;6.50;5.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
51000072;7.80;8.75;-1;-1;-1;4;7.25;8.75;9;-1;-1;-1;-1;-1;
51000073;7.60;8.75;7.25;5.50;5.50;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
51000074;6.20;6.50;-1;-1;-1;4.50;6.75;7.50;6.80;-1;-1;-1;-1;-1;
51000075;7.60;8.25;-1;-1;-1;5.75;6;7.25;8.60;-1;-1;-1;-1;-1;
51000076;7;7.25;-1;-1;-1;4.50;7;8.75;7.80;-1;-1;-1;-1;-1;
51000077;7.80;6.50;7.25;8;5.75;-1;-1;-1;7;-1;-1;-1;-1;-1;
51000078;8.40;7.50;8;7.25;5;-1;-1;-1;6.60;-1;-1;-1;-1;-1;
51000079;7.40;7.25;7.50;6.25;5.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
51000080;5.80;8.50;3.50;8.75;5.75;-1;-1;-1;8;-1;-1;-1;-1;-1;
51000081;7.20;7.50;-1;-1;-1;7.75;8.75;9.25;8.20;-1;-1;-1;-1;-1;
51000082;-1;6.50;-1;-1;-1;4.75;7;-1;-1;-1;-1;-1;-1;-1;
51000083;8.20;6.75;7.50;4;7;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
51000084;8.40;6.75;6.25;4.50;6.25;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
51000085;8.20;7.25;8.50;6.50;5.25;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
51000086;6.80;8.25;-1;-1;-1;8.25;8;-1;-1;-1;-1;-1;-1;-1;
51000087;7;6;-1;-1;-1;6.50;7.25;-1;-1;-1;-1;-1;-1;-1;
51000088;6.20;5.75;-1;-1;-1;6.50;6.50;9.50;2.60;-1;-1;-1;-1;-1;
51000089;8;8;7;7.25;7.75;-1;-1;-1;7;-1;-1;-1;-1;-1;
51000090;7.80;8.25;6.75;7.50;7;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
51000091;7.20;5.75;7;8.75;4.50;-1;-1;-1;5.20;-1;-1;-1;-1;-1;
51000092;6.40;7.67;-1;-1;-1;4.50;8;8.50;7.20;-1;-1;-1;-1;-1;
51000093;6;6.50;-1;-1;-1;5.25;8;8.50;8;-1;-1;-1;-1;-1;
51000094;7.60;5;5;7.75;8;-1;-1;-1;5.40;-1;-1;-1;-1;-1;
51000095;5.60;3.50;-1;-1;-1;6.50;7;-1;-1;-1;-1;-1;-1;-1;
51000096;3.20;5.75;-1;-1;-1;2.50;6;6.50;3.40;-1;-1;-1;-1;-1;
51000097;8.20;6.75;6.75;7.25;8;-1;-1;-1;3.80;-1;-1;-1;-1;-1;
51000098;7.40;8.25;-1;-1;-1;7.50;8;8.75;8.20;-1;-1;-1;-1;-1;
51000099;7.20;7;5.50;7.25;4.25;-1;-1;-1;7;-1;-1;-1;-1;-1;
51000100;8.20;8;-1;-1;-1;7.25;8.25;8;8.80;-1;-1;-1;-1;-1;
51000101;8.60;7.25;6;8;8.50;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
51000102;8;8.50;-1;-1;-1;6.50;7.25;9.50;8.60;-1;-1;-1;-1;-1;
51000103;7.20;8.50;-1;-1;-1;7;8.75;7.75;9.60;-1;-1;-1;-1;-1;
51000104;8;8.50;-1;-1;-1;5;6;8.25;6.40;-1;-1;-1;-1;-1;
51000105;-1;5.25;-1;-1;-1;3.25;6.50;-1;-1;-1;-1;-1;-1;-1;
51000106;8.20;7.50;7.50;5.25;7.75;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
51000107;6.60;7;-1;-1;-1;7.50;9.25;-1;-1;-1;-1;-1;-1;-1;
51000108;6.20;8.50;-1;-1;-1;7;6.75;9.75;9;-1;-1;-1;-1;-1;
51000109;8.40;7.50;8.50;4;5;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
