SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
34000001;7.80;6.75;6.50;7;7;-1;-1;-1;5.80;-1;-1;-1;-1;-1;
34000002;4.60;4.75;-1;-1;-1;3;7.25;6.50;3.40;-1;-1;-1;-1;-1;
34000003;8.20;8.75;-1;-1;-1;5.75;8.25;9.50;9.80;-1;-1;-1;-1;-1;
34000004;7.20;6;7;8.50;5.25;-1;-1;-1;6.20;-1;-1;-1;-1;-1;
34000005;5;6.25;-1;-1;-1;5;5.25;7;4.40;-1;-1;-1;-1;-1;
34000006;6.80;6.50;-1;-1;-1;5;7;9.50;3;-1;-1;-1;-1;-1;
34000007;5;6.75;-1;-1;-1;3.50;7.50;9;5.20;-1;-1;-1;-1;-1;
34000008;7.40;6.50;-1;-1;-1;5.25;7.75;9.25;6.80;-1;-1;-1;-1;-1;
34000009;3.60;5.50;-1;-1;-1;4.25;6.25;8;2;-1;-1;-1;-1;-1;
34000010;6.20;6;-1;-1;-1;4.50;7;7.25;4;-1;-1;-1;-1;-1;
34000011;8.60;5.50;7;7.25;5.75;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
34000012;6.20;5.50;-1;-1;-1;4.25;7.50;8.50;2.60;-1;-1;-1;-1;-1;
34000013;5.60;5.50;-1;-1;-1;3.50;6.25;6.75;4.20;-1;-1;-1;-1;-1;
34000014;5.40;6.25;-1;-1;-1;3.25;6.25;7.75;5;-1;-1;-1;-1;-1;
34000015;4.60;6;-1;-1;-1;5;4.50;7;4.40;-1;-1;-1;-1;-1;
34000016;6;7.25;-1;-1;-1;4.25;7;9.50;5;-1;-1;-1;-1;-1;
34000017;8.60;6.25;4.25;7.50;4;-1;-1;-1;5.60;-1;-1;-1;-1;-1;
34000018;7.60;6.25;-1;-1;-1;7.25;7;8.75;2.80;-1;-1;-1;-1;-1;
34000019;7.60;6.50;-1;-1;-1;7;7.25;9.75;8.20;-1;-1;-1;-1;-1;
34000020;8.40;3.25;7.75;7.25;2;-1;-1;-1;3.60;-1;-1;-1;-1;-1;
34000021;7.40;7;8;6.25;4.50;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
34000022;7.40;7.50;6.25;6.50;5.75;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
34000023;2.60;5.50;-1;-1;-1;3.25;6.25;6.75;4.20;-1;-1;-1;-1;-1;
34000024;7.80;6.25;6.75;5.25;6.50;-1;-1;-1;4.20;-1;-1;-1;-1;-1;
34000025;8.80;6.50;8.25;7.75;4.50;-1;-1;-1;5.20;-1;-1;-1;-1;-1;
34000026;7;6.50;6.50;5.25;6;-1;-1;-1;6.80;-1;-1;-1;-1;-1;
34000027;5.60;6.50;-1;-1;-1;6.25;6.25;6.50;2.80;-1;-1;-1;-1;-1;
34000028;4.20;5.75;-1;-1;-1;4.75;6.50;7.75;6;-1;-1;-1;-1;-1;
34000029;7.80;7;-1;-1;-1;5.75;6.25;7.50;7.40;-1;-1;-1;-1;-1;
34000030;9.40;7;4.50;9.25;9;-1;-1;-1;9;-1;-1;-1;-1;-1;
34000031;9.40;7;8.25;7.75;6.50;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
34000032;7.20;7;-1;-1;-1;6.50;8.75;10;8.80;-1;-1;-1;-1;-1;
34000033;6;5.50;7;7.75;5.50;-1;-1;-1;5.20;-1;-1;-1;-1;-1;
34000034;7.40;6.75;6;6.50;5.75;-1;-1;-1;7.20;-1;-1;-1;-1;-1;
34000035;7.20;6;-1;-1;-1;4;6.75;7.50;4.80;-1;-1;-1;-1;-1;
34000036;6.60;4.50;-1;-1;-1;7;7.50;8.25;4;-1;-1;-1;-1;-1;
34000037;8.20;7.25;-1;-1;-1;6;8.75;9.50;9.40;-1;-1;-1;-1;-1;
34000038;8.60;6.75;7.25;6;6.25;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
34000039;4.60;4.75;-1;-1;-1;2.25;6.25;6;3;-1;-1;-1;-1;-1;
34000040;4;5.75;-1;-1;-1;5.50;6.75;6.75;3.60;-1;-1;-1;-1;-1;
34000041;4.60;5;-1;-1;-1;3.25;5.75;6;3.40;-1;-1;-1;-1;-1;
34000042;3.60;3.50;-1;-1;-1;2.75;6;7;3;-1;-1;-1;-1;-1;
34000043;8.60;6.25;6.25;8.50;8.75;-1;-1;-1;4.80;-1;-1;-1;-1;-1;
34000044;8.80;7;6;8.50;8.50;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
34000045;5.80;5.75;-1;-1;-1;3.25;6;8.25;4;-1;-1;-1;-1;-1;
34000046;1.40;5.25;-1;-1;-1;3;3.75;4;3;-1;-1;-1;-1;-1;
34000047;7.20;6;-1;-1;-1;6;8;9.25;3.40;-1;-1;-1;-1;-1;
34000048;4.60;7;-1;-1;-1;7.50;7.50;8.50;4.60;-1;-1;-1;-1;-1;
34000049;8.60;5.50;8.25;7.50;6;-1;-1;-1;5.60;-1;-1;-1;-1;-1;
34000050;8;5.50;8;5.25;4.25;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
34000051;7;6.75;-1;-1;-1;5.75;7.75;8.50;7.80;-1;-1;-1;-1;-1;
34000052;7.20;8;7;8.50;6.50;-1;-1;-1;5.60;-1;-1;-1;-1;-1;
34000053;7.40;4.75;5.25;4.75;3.75;-1;-1;-1;2.60;-1;-1;-1;-1;-1;
34000054;8.20;7.75;-1;-1;-1;3;7;9.25;7.80;-1;-1;-1;-1;-1;
34000055;8;7;7;7.25;5.50;-1;-1;-1;5.80;-1;-1;-1;-1;-1;
34000056;4.40;3.75;-1;-1;-1;2.25;6.25;5.75;2;-1;-1;-1;-1;-1;
34000057;6;5.75;-1;-1;-1;4.50;5.75;7.75;4.20;-1;-1;-1;-1;-1;
34000058;4.80;5.50;-1;-1;-1;3.75;7.50;8;3.80;-1;-1;-1;-1;-1;
34000059;7.80;7.25;7;4.25;5;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
34000060;7.60;7.50;5.25;8.25;8.75;-1;-1;-1;3;-1;-1;-1;-1;-1;
34000061;8.20;6.50;8;6.25;5.75;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
34000062;4.60;5.50;-1;-1;-1;4.75;6.50;7.50;3;-1;-1;-1;-1;-1;
34000063;8.20;6.50;7.75;8.25;4.25;-1;-1;-1;4.80;-1;-1;-1;-1;-1;
34000064;6;7.25;-1;-1;-1;5;7.25;8;3.80;-1;-1;-1;-1;-1;
34000065;8.40;8;7.75;8.50;8;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
34000066;4.80;7;-1;-1;-1;4.25;6.25;9.50;4.60;-1;-1;-1;-1;-1;
34000067;9;6.25;6.50;8.75;8.50;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
34000068;5.20;5.75;-1;-1;-1;3.75;6;7;2.80;-1;-1;-1;-1;-1;
34000069;3;5.25;-1;-1;-1;2.75;6.25;7;2.60;-1;-1;-1;-1;-1;
