SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
42000001;8;8.25;6.75;8;7;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
42000002;8.80;8;8;6.25;5.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
42000003;8;7.25;7.25;7;7;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
42000004;8;5.50;7.50;6.75;4;-1;-1;-1;5.40;-1;-1;-1;-1;-1;
42000005;8.20;6.50;8.50;5.75;7.50;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
42000006;8.20;6.75;7.75;7.50;6.25;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
42000007;6.60;4.75;-1;-1;-1;3.75;8;9.25;2.60;-1;-1;-1;-1;-1;
42000008;7.80;7.25;6.75;4.75;4.50;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
42000009;8.20;9;-1;-1;-1;7.50;7.25;9.25;9;-1;-1;-1;-1;-1;
42000010;8;6;7.50;7.25;6;-1;-1;-1;6.80;-1;-1;-1;-1;-1;
42000011;6.20;8;-1;-1;-1;2.25;7.25;9;6;-1;-1;-1;-1;-1;
42000012;9.20;7.25;9;9;7;-1;-1;-1;9;-1;-1;-1;-1;-1;
42000013;8.20;7.50;8;7.25;6.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
42000014;7.80;6.75;7.25;6.75;5.75;-1;-1;-1;6.40;-1;-1;-1;-1;-1;
42000015;7.60;5.75;5.75;3.75;4.75;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
42000016;8.20;6.50;6.75;8.50;5.75;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
42000017;7.40;6.75;-1;-1;-1;6.25;8.50;8.50;8.80;-1;-1;-1;-1;-1;
42000018;9;6;7.75;8.25;7.25;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
42000019;7.20;6.75;5.75;4.25;6.75;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
42000020;7.40;7.75;-1;-1;-1;5;7.50;8.50;7.80;-1;-1;-1;-1;-1;
42000021;7.20;7.25;-1;-1;-1;4;7.50;9.25;6.40;-1;-1;-1;-1;-1;
42000022;7.40;8.50;-1;-1;-1;6.25;7.25;9.50;9.40;-1;-1;-1;-1;-1;
42000023;6.40;6.75;-1;-1;-1;5.50;6;9;7.20;-1;-1;-1;-1;-1;
42000024;5;6.25;-1;-1;-1;4.25;7.75;8.75;6;-1;-1;-1;-1;-1;
42000025;7;6.50;6.75;6;5;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
42000026;8.60;7.50;7;8.25;6.50;-1;-1;-1;9;-1;-1;-1;-1;-1;
42000027;8.20;6.50;6.50;5.50;7.50;-1;-1;-1;9;-1;-1;-1;-1;-1;
42000028;6;7.50;-1;-1;-1;8;8;8.75;6.60;-1;-1;-1;-1;-1;
