SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
16000001;8.60;9;-1;-1;-1;8.50;8.75;9.75;10;-1;-1;-1;-1;-1;
16000002;8.40;8.75;-1;-1;-1;8.75;8.75;9.75;-1;-1;9.40;-1;-1;-1;
16000003;7.60;8.75;-1;-1;-1;9.25;10;10;8.40;-1;-1;-1;-1;-1;
16000004;6.40;8.25;-1;-1;-1;9.75;9.50;9.75;6.60;-1;-1;-1;-1;-1;
16000005;8.40;9;-1;-1;-1;6.75;9;9.50;9.40;-1;-1;-1;-1;-1;
16000006;8.40;7.25;8;4;3.25;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
16000007;8.60;8.50;8.25;8;5.75;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000008;8.20;9;-1;-1;-1;7;9.25;9.75;9.40;-1;-1;-1;-1;-1;
16000009;9.40;9.50;-1;-1;-1;5.75;7.25;9.75;9.80;-1;-1;-1;-1;-1;
16000010;9.20;8.25;7.75;8.50;7.25;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
16000011;9.20;8.75;-1;-1;-1;8.75;9.50;9.75;9.60;-1;-1;-1;-1;-1;
16000012;5.20;9;-1;-1;-1;10;9.50;10;6.80;-1;-1;-1;-1;-1;
16000013;8.80;8.25;-1;-1;-1;5.25;8.25;9.50;9;-1;-1;-1;-1;-1;
16000014;7.80;7;7.75;7.75;6.75;-1;-1;-1;8;-1;-1;-1;-1;-1;
16000015;9.40;9;8.50;9.50;10;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000017;9;6.50;5.75;8.50;6.50;-1;-1;-1;10;-1;-1;-1;-1;-1;
16000018;8.60;9.25;-1;-1;-1;7.25;8;9.50;9.40;-1;-1;-1;-1;-1;
16000019;9.20;7;8.50;7.75;4.75;-1;-1;-1;4.60;-1;-1;-1;-1;-1;
16000020;9.20;8.75;-1;-1;-1;6.75;9.25;9.25;9.80;-1;-1;-1;-1;-1;
16000021;8.40;8;-1;-1;-1;7.75;9.25;9.25;9.20;-1;-1;-1;-1;-1;
16000022;6.40;8;-1;-1;-1;9;9.75;9.75;9;-1;-1;-1;-1;-1;
16000023;8.40;8.50;6.25;8.50;3.25;-1;-1;-1;-1;-1;-1;-1;-1;-1;
16000024;6.60;7;-1;-1;-1;7.75;8;9.75;9.40;-1;-1;-1;-1;-1;
16000025;8.60;8;7.75;7.75;6;-1;-1;-1;10;-1;-1;-1;-1;-1;
16000026;6.80;8.75;-1;-1;-1;7.25;7.75;9.50;9;-1;-1;-1;-1;-1;
16000027;9.40;8.75;-1;-1;-1;8.75;9.75;9.75;10;-1;-1;-1;-1;-1;
16000028;8.60;8.50;-1;-1;-1;8.25;9.25;9.50;10;-1;-1;-1;-1;-1;
16000029;9;8;8;8;5.50;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
16000030;8.20;8.50;6.25;8.25;9.25;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
16000031;7.20;8.50;-1;-1;-1;8.50;9.75;9.50;5.80;-1;-1;-1;-1;-1;
16000032;8.20;9.25;-1;-1;-1;6.75;7.75;10;9;-1;-1;-1;-1;-1;
16000033;9;7.50;8;8.75;5.25;-1;-1;-1;6.60;-1;-1;-1;-1;-1;
16000034;8.60;8;9;8.25;7.50;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
16000035;7.80;8;-1;-1;-1;7.25;9.50;8.50;9.80;-1;-1;-1;-1;-1;
16000036;8.20;7.75;-1;-1;-1;7.75;8.25;9.50;9.20;-1;-1;-1;-1;-1;
16000037;7.40;9;-1;-1;-1;9.25;9.50;10;7.20;-1;-1;-1;-1;-1;
16000038;8.20;8.25;-1;-1;-1;7.25;8;9.50;10;-1;-1;-1;-1;-1;
16000039;8.40;7.50;6.75;9.50;8.50;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
16000040;8.80;7.50;8.75;7.75;7.25;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
16000041;8.40;9.50;-1;-1;-1;7.75;8.25;9;8;-1;-1;-1;-1;-1;
16000042;7.80;8.50;-1;-1;-1;6;8.75;9.50;9.80;-1;-1;-1;-1;-1;
16000043;8.20;9.75;-1;-1;-1;8.50;9;9.50;9.60;-1;-1;-1;-1;-1;
16000044;8.80;9;-1;-1;-1;8;8;10;10;-1;-1;-1;-1;-1;
16000045;8.40;9;-1;-1;-1;8.75;8;9.75;9;-1;-1;-1;-1;-1;
16000046;8.60;8.75;-1;-1;-1;7.50;7.50;9.75;9.60;-1;-1;-1;-1;-1;
16000047;8.40;8.75;7.50;8.50;8;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
16000048;8.80;6.50;8.50;7.25;7.75;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
16000049;8.80;7.75;8.50;7.50;8;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
16000050;9;8.50;6.75;8;8.75;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
16000051;8.80;9.25;-1;-1;-1;6.50;9.25;9.75;9.80;-1;-1;-1;-1;-1;
16000052;8.20;8.50;-1;-1;-1;9.50;8.50;9.25;-1;-1;9.60;-1;-1;-1;
16000053;8.40;8.75;7.25;8.25;9.25;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
16000054;8.80;6.50;9.25;8.50;6;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
16000055;9.40;7;9;9.25;8.25;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
16000056;9.20;8;7;7.50;9.25;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
16000057;8.60;8.50;-1;-1;-1;7.50;9.25;10;9.60;-1;-1;-1;-1;-1;
16000058;8;9;-1;-1;-1;9;8;9.75;8.40;-1;-1;-1;-1;-1;
16000059;8.80;8.50;-1;-1;-1;7;9;9.50;9;-1;-1;-1;-1;-1;
16000060;8.20;9.25;7;7;6.75;-1;-1;-1;10;-1;-1;-1;-1;-1;
16000061;8.20;9;-1;-1;-1;9;9;10;7.60;-1;-1;-1;-1;-1;
16000062;8.60;8.25;6.75;5;8.50;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
16000063;8.80;9;7.25;8.75;5.50;-1;-1;-1;9;-1;-1;-1;-1;-1;
16000064;8.60;8.25;8.50;8;5.75;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
16000065;8.40;8.25;8.50;6.75;5;-1;-1;-1;7.20;-1;-1;-1;-1;-1;
16000066;8.40;8.25;-1;-1;-1;8.25;8.50;9.75;-1;-1;8.60;-1;-1;-1;
16000067;8.80;6.50;9;9;7.75;-1;-1;-1;4;-1;-1;-1;-1;-1;
16000068;8.20;6.50;7.50;5.25;3.75;-1;-1;-1;5.80;-1;-1;-1;-1;-1;
16000069;7;9.25;-1;-1;-1;7.75;9.75;9.50;9.20;-1;-1;-1;-1;-1;
16000071;8.20;7.75;7.25;9.50;9.25;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
16000072;7.40;6.25;6;3.50;3.50;-1;-1;-1;2.60;-1;-1;-1;-1;-1;
16000073;8.40;6.50;7.50;6.75;7.25;-1;-1;-1;8;-1;-1;-1;-1;-1;
16000074;8.80;7.50;8.50;5.50;4.25;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000075;9;6.50;9;6.50;5.50;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000077;9;7;9.50;8.25;6;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
16000078;7.20;7.75;-1;-1;-1;9.25;9.75;9.50;6.80;-1;-1;-1;-1;-1;
16000079;9;8.50;-1;-1;-1;8.25;8.75;9.75;9;-1;-1;-1;-1;-1;
16000080;8.60;8.50;8.25;8.50;5.25;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
16000081;8.20;8.75;-1;-1;-1;7.75;8;9.25;9;-1;-1;-1;-1;-1;
16000082;9.20;6.25;7.50;8.75;2;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
16000083;9.20;7.75;5.75;9.25;9.75;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
16000084;8.60;8.50;-1;-1;-1;7.75;7.75;9.75;-1;-1;9.40;-1;-1;-1;
16000085;8.80;8.50;-1;-1;-1;9;9;9.75;9.60;-1;-1;-1;-1;-1;
16000086;8.60;8.50;-1;-1;-1;6.75;7.50;9.50;9.20;-1;-1;-1;-1;-1;
16000087;8.20;9.50;-1;-1;-1;6;8;9.75;7.80;-1;-1;-1;-1;-1;
16000088;7.20;9.50;-1;-1;-1;8.75;9.75;10;6.80;-1;-1;-1;-1;-1;
16000089;9.40;6;9.25;9;5;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
16000090;8.20;8.25;-1;-1;-1;7;8.75;10;8.80;-1;-1;-1;-1;-1;
16000091;9;8.50;-1;-1;-1;7.25;8.50;8.75;9.20;-1;-1;-1;-1;-1;
16000092;8.40;9.50;-1;-1;-1;7.25;8.25;10;10;-1;-1;-1;-1;-1;
16000093;8.80;9.75;-1;-1;-1;9.50;9;9.75;9.80;-1;-1;-1;-1;-1;
16000094;7.60;8.50;6;8.25;5.75;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
16000095;9;8.50;8.25;4.75;6.25;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
16000096;9;7.75;8.50;6.25;5.50;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
16000097;8.40;7.75;5.25;7.50;3.75;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
16000098;8.20;8.50;7.25;7.50;6.75;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000099;7.40;7.75;7;4.75;5.50;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
16000100;9.20;8;9;8;6.75;-1;-1;-1;10;-1;-1;-1;-1;-1;
16000102;7.80;7.75;-1;-1;-1;7;8.25;9.25;9.20;-1;-1;-1;-1;-1;
16000103;9;8;6.75;9;9.50;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
16000104;9;9;-1;-1;-1;8.25;9.25;10;10;-1;-1;-1;-1;-1;
16000105;9.40;8.25;8;9;8.75;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
16000106;8.80;9.25;-1;-1;-1;8.50;8.50;9.25;9.20;-1;-1;-1;-1;-1;
16000107;9.20;8.50;8.25;9;6.25;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
16000108;8.40;8.50;-1;-1;-1;7.50;8.75;9.25;-1;-1;9.60;-1;-1;-1;
16000109;9;7.50;8.50;7;6.25;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
16000110;7.40;8.50;-1;-1;-1;8;9.25;9.25;8.80;-1;-1;-1;-1;-1;
16000111;7;8.25;-1;-1;-1;7.25;8.25;9.50;8.60;-1;-1;-1;-1;-1;
16000112;8;9;-1;-1;-1;7.25;7.50;10;9.80;-1;-1;-1;-1;-1;
16000113;9;9;7.25;8.25;6.75;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000114;8.60;8;7;9;9.25;-1;-1;-1;6.80;-1;-1;-1;-1;-1;
16000115;9.20;8;9;9.50;9.25;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000116;8.80;7.25;3.75;8;9.75;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
16000117;9.20;8.50;8.25;8.75;7;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
16000118;8;8.50;-1;-1;-1;9;9.25;9.25;8.40;-1;-1;-1;-1;-1;
16000119;8.60;8.75;6.50;6.75;6.25;-1;-1;-1;-1;-1;-1;9.80;-1;-1;
16000120;8.20;9;-1;-1;-1;6;8;9.50;9.40;-1;-1;-1;-1;-1;
16000121;9;8.50;-1;-1;-1;6.75;8.25;9.50;9.80;-1;-1;-1;-1;-1;
16000122;9.40;9;-1;-1;-1;7.50;7.50;9.50;9.60;-1;-1;-1;-1;-1;
16000123;9.20;8;7.25;8.75;9.50;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000124;8.60;8.50;7.75;8;8.50;-1;-1;-1;9.20;-1;-1;-1;-1;-1;
16000125;9.20;9.25;-1;-1;-1;6;8.75;9.75;9.40;-1;-1;-1;-1;-1;
16000126;8.80;9.25;-1;-1;-1;7.25;8.25;9.75;9.60;-1;-1;-1;-1;-1;
16000127;9.60;8.50;8.75;9.25;7.75;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
16000128;8.60;9.25;5.50;7.75;4.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
16000129;8.40;9.50;-1;-1;-1;7.75;9;9.75;8.80;-1;-1;-1;-1;-1;
16000130;8.20;8.50;-1;-1;-1;5.75;9.50;9.25;9.60;-1;-1;-1;-1;-1;
16000131;8.80;8.25;8.25;8.25;7;-1;-1;-1;7.60;-1;-1;-1;-1;-1;
16000132;7.40;8.75;-1;-1;-1;5.50;8.50;7.25;9.20;-1;-1;-1;-1;-1;
16000133;8;8.50;-1;-1;-1;7.25;8.50;9.50;9.60;-1;-1;-1;-1;-1;
16000134;8.40;8.75;7.50;7.25;6.75;-1;-1;-1;9;-1;-1;-1;-1;-1;
16000136;9;4.75;7.50;4.75;5.75;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
16000137;9;7.50;8.25;9;7.50;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
16000138;8.40;7.25;7.75;7.75;6.25;-1;-1;-1;9;-1;-1;-1;-1;-1;
16000139;9.40;7.75;8.75;8.75;7.25;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
16000140;9;7.50;8.75;9;7.25;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
16000141;9.20;8.25;8.25;8.75;8.25;-1;-1;-1;8.80;-1;-1;-1;-1;-1;
16000142;9;8;8.50;6.25;5.25;-1;-1;-1;9;-1;-1;-1;-1;-1;
16000143;9.40;7.75;8.25;8.50;8.25;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
16000144;8.20;7.75;6.75;5;5.25;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
16000145;9.40;7.25;9.25;9.50;6.75;-1;-1;-1;5.80;-1;-1;-1;-1;-1;
16000146;9.80;8;8.25;9;8.25;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
16000147;8.60;8.25;7;8.75;7.25;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
16000148;8.40;8.50;-1;-1;-1;8.75;9.25;9.50;-1;-1;10;-1;-1;-1;
16000149;8.60;9.25;-1;-1;-1;7.50;9.50;9.75;9.40;-1;-1;-1;-1;-1;
16000150;9;9;-1;-1;-1;6.75;8.50;9.75;9.20;-1;-1;-1;-1;-1;
16000151;9;9;-1;-1;-1;6.25;8.50;9.75;9.80;-1;-1;-1;-1;-1;
16000152;7.20;8.50;-1;-1;-1;9.50;9;9.50;9.20;-1;-1;-1;-1;-1;
16000153;8.80;8.75;-1;-1;-1;9.50;9.50;10;9.80;-1;-1;-1;-1;-1;
16000154;8.80;7.75;8.75;9;8;-1;-1;-1;8.40;-1;-1;-1;-1;-1;
16000155;9;7.75;9.50;7.50;6.25;-1;-1;-1;5.20;-1;-1;-1;-1;-1;
16000156;9.40;8;7.50;7.75;7;-1;-1;-1;8;-1;-1;-1;-1;-1;
16000157;9;8;8.75;8.75;4.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
16000158;9.40;7.25;9;8;6.50;-1;-1;-1;8;-1;-1;-1;-1;-1;
16000159;8.20;8.25;-1;-1;-1;9.25;9;9.50;7.60;-1;-1;-1;-1;-1;
16000160;8.80;8;8.25;9.25;6.75;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
16000161;8.40;8.50;-1;-1;-1;9.25;9.50;10;9.80;-1;-1;-1;-1;-1;
16000162;7;8;-1;-1;-1;8.75;9.25;9.75;9.40;-1;-1;-1;-1;-1;
16000163;8.60;9.50;-1;-1;-1;8;8.75;9.75;9.40;-1;-1;-1;-1;-1;
16000164;9;7.75;8.50;8.75;8.25;-1;-1;-1;7.40;-1;-1;-1;-1;-1;
16000165;8.60;8.50;6.50;7.75;8.25;-1;-1;-1;8.60;-1;-1;-1;-1;-1;
16000166;9.40;8;8;8.75;8.50;-1;-1;-1;6.20;-1;-1;-1;-1;-1;
