SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
13000001;4;4.50;-1;-1;-1;3.25;5.25;-1;-1;-1;-1;-1;-1;-1;
13000002;2.20;2.75;-1;-1;-1;3.75;4.75;-1;-1;-1;-1;-1;-1;-1;
13000003;9.20;9.25;-1;-1;-1;5.25;7.75;8.50;9.60;-1;-1;-1;-1;-1;
13000004;7.40;4.50;8.25;4.75;6.75;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
13000005;6.40;8.75;-1;-1;-1;6;7.50;9.25;7;-1;-1;-1;-1;-1;
13000006;8.80;9;6.75;8.75;6.50;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
13000007;8;7.25;6.25;7.25;7;-1;-1;-1;7.20;-1;-1;-1;-1;-1;
13000008;8.20;8.25;-1;-1;-1;4;7.25;10;9.60;-1;-1;-1;-1;-1;
13000009;4;5.50;-1;-1;-1;4;5.50;-1;-1;-1;-1;-1;-1;-1;
13000010;2.20;3.25;-1;-1;-1;2.50;4.75;-1;-1;-1;-1;-1;-1;-1;
13000011;8.20;6.75;5;5;6.50;-1;-1;-1;8;-1;-1;-1;-1;-1;
13000012;7;7.50;-1;-1;-1;4.25;7.50;9.50;9.60;-1;-1;-1;-1;-1;
13000013;7.80;7.50;4;6.25;5.75;-1;-1;-1;-1;-1;8.80;-1;-1;-1;
13000014;8.60;9;-1;-1;-1;7.25;7.50;9.50;9.20;-1;-1;-1;-1;-1;
13000015;7.40;8.50;-1;-1;-1;5;7;9.50;9.60;-1;-1;-1;-1;-1;
13000016;6.60;5.25;5;6.25;5;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
13000017;8.20;8.75;-1;-1;-1;5.75;6.75;9;9.60;-1;-1;-1;-1;-1;
13000018;6;4.25;-1;-1;-1;3.75;5;-1;-1;-1;-1;-1;-1;-1;
13000019;6.20;9.25;-1;-1;-1;8;9.50;9.75;9.80;-1;-1;-1;-1;-1;
13000020;8.60;8.25;6.50;8.25;4.50;-1;-1;-1;9.40;-1;-1;-1;-1;-1;
13000021;8.60;9;-1;-1;-1;5;6.50;8.25;9.80;-1;-1;-1;-1;-1;
13000022;9.20;7.75;7.75;7.50;6.25;-1;-1;-1;10;-1;-1;-1;-1;-1;
13000023;8.80;8.50;4.75;6.75;9;-1;-1;-1;7.80;-1;-1;-1;-1;-1;
13000024;8.80;6.50;7;7.25;5.50;-1;-1;-1;8.20;-1;-1;-1;-1;-1;
13000025;4.40;4;-1;-1;-1;1;5.75;-1;-1;-1;-1;-1;-1;-1;
13000026;6;5.25;-1;-1;-1;3;6.50;-1;-1;-1;-1;-1;-1;-1;
13000027;8;4;8.25;3.75;3;-1;-1;-1;9.80;-1;-1;-1;-1;-1;
13000028;2.60;3.25;-1;-1;-1;4.50;-1;-1;-1;-1;-1;-1;-1;-1;
13000029;8.80;8;-1;-1;-1;7.75;8;9.50;10;-1;-1;-1;-1;-1;
13000030;9.40;7.25;6;9.50;3.25;-1;-1;-1;9.60;-1;-1;-1;-1;-1;
13000031;8.60;8.50;-1;-1;-1;9.25;8.75;9.50;8.80;-1;-1;-1;-1;-1;
