SBD;Toan;Van;Li;Hoa;Sinh;Su;Dia;GDCD;Ngoai ngu (N1);Ngoai ngu (N2);Ngoai ngu (N3);Ngoai ngu (N4);Ngoai ngu (N5);Ngoai ngu (N6)
41000001;3.40;3.50;-1;-1;-1;6.50;6.50;8.50;3.80;-1;-1;-1;-1;-1;
41000002;8;7.25;-1;-1;-1;5.50;7;8.75;6.40;-1;-1;-1;-1;-1;
41000003;7.60;6.50;-1;-1;-1;4.75;7.50;8.75;6.80;-1;-1;-1;-1;-1;
41000004;4.80;4.25;-1;-1;-1;4;5.50;-1;-1;-1;-1;-1;-1;-1;
41000005;2.20;3.50;-1;-1;-1;5.75;4.25;-1;-1;-1;-1;-1;-1;-1;
41000006;2.60;3.75;-1;-1;-1;2.75;5.25;6.50;4.20;-1;-1;-1;-1;-1;
41000007;2.20;1.75;-1;-1;-1;2.25;4.50;6.50;2.80;-1;-1;-1;-1;-1;
41000008;3.40;4;-1;-1;-1;4.25;4.75;5.75;5.40;-1;-1;-1;-1;-1;
41000009;4.40;1.50;-1;-1;-1;1.75;5;5;4;-1;-1;-1;-1;-1;
41000010;3.40;1.25;-1;-1;-1;3;4;4.50;3;-1;-1;-1;-1;-1;
41000011;2;2.75;-1;-1;-1;3.25;3;-1;-1;-1;-1;-1;-1;-1;
41000012;2.20;1.75;-1;-1;-1;3;4.50;6.50;4;-1;-1;-1;-1;-1;
41000013;2.40;3.75;-1;-1;-1;3.25;3.75;6;2.20;-1;-1;-1;-1;-1;
41000014;3.40;1.75;-1;-1;-1;4.50;0.75;3;2.60;-1;-1;-1;-1;-1;
41000015;4.20;6.50;-1;-1;-1;7;6;7.75;4.40;-1;-1;-1;-1;-1;
41000016;2.60;1.75;-1;-1;-1;3.75;3.75;4;3.40;-1;-1;-1;-1;-1;
41000017;4.80;4;-1;-1;-1;3.50;6;8.75;3.20;-1;-1;-1;-1;-1;
41000018;8.60;7;-1;-1;-1;7.25;7.50;8.50;8.40;-1;-1;-1;-1;-1;
41000019;7;6.50;-1;-1;-1;6.50;7.75;9.50;3;-1;-1;-1;-1;-1;
41000020;5.20;2.25;5;6.50;4;-1;-1;-1;4.20;-1;-1;-1;-1;-1;
41000021;8.40;7.50;-1;-1;-1;6.75;8;10;7.60;-1;-1;-1;-1;-1;
41000022;8;7.25;4.50;4.50;6.50;-1;-1;-1;4.60;-1;-1;-1;-1;-1;
41000023;2.80;4.50;-1;-1;-1;3.25;4.75;7.25;2.40;-1;-1;-1;-1;-1;
